region,id,type,name,species,elevation,lat,lon,start,end,contributor
usa,co578l,Latewood Width,"Boulder Creek, EK ab 101",PSME,1900,4000,-10522,1867,1982,Fritz Schweingruber
usa,co578n,Minimum Density,"Boulder Creek, EK ab 101",PSME,1900,4000,-10522,1867,1982,Fritz Schweingruber
usa,co578p,Latewood Percent,"Boulder Creek, EK ab 101",PSME,1900,4000,-10522,1867,1982,Fritz Schweingruber
usa,co578w,Ring Width,"Boulder Creek, EK ab 101",PSME,1900,4000,-10522,1867,1982,Fritz Schweingruber
usa,co578x,Maximum Density,"Boulder Creek, EK ab 101",PSME,1900,4000,-10522,1867,1982,Fritz Schweingruber
usa,co579,Ring Width,Pumphouse,PIED,2194,3958,-10631,1320,2002,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co580,Ring Width,Land's End,PSME,2987,3900,-10809,1135,2002,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co581,Ring Width,Seedhouse,PSME,2377,4045,-10651,1539,1999,"Connie A. Woodhouse, Mark Losleben, And Jeff Lukas"
usa,co582,Ring Width,Escalante Forks Update,PIED,1737,3840,-10821,1569,1999,"Connie A. Woodhouse, Mark Losleben, And Jeff Lukas"
usa,co583,Ring Width,Trail Gulch,PIED,2210,3943,-10659,1402,2002,Connie A. Woodhouse Jeffrey Lukas Mark Losleben
usa,co584,Ring Width,Red Canyon,PIED,2164,3942,-10644,1336,1999,Connie A. Woodhouse Jeffrey Lukas Mark Losleben
usa,co585,Ring Width,Encampment,PSME,2500,4109,-10647,1380,2001,Connie A. Woodhouse Jeffrey Lukas Mark Losleben
usa,co586,Ring Width,Fool Creek Ring Width,PCEN,3370,3952,-10552,1224,1992,Peter M. Brown Connie A. Woodhouse Malcolm K. Hughes Wayne S
usa,co586e,Earlywood Width,Fool Creek Earlywood Width,PCEN,3370,3952,-10552,1297,1993,Peter M. Brown Connie A. Woodhouse Malcolm K. Hughes
usa,co586l,Latewood Width,Fool Creek Latewood Width,PCEN,3370,3952,-10552,1297,1993,Peter M. Brown Connie A. Woodhouse Malcolm K. Hughes
usa,co586n,Minimum Density,Fool Creek Minimum Earlywood Density,PCEN,3370,3952,-10552,1297,1993,Peter M. Brown Connie A. Woodhouse Malcolm K. Hughes
usa,co586x,Maximum Density,Fool Creek Maximum Latewood Density,PCEN,3370,3952,-10552,1296,1993,Peter M. Brown Connie A. Woodhouse Malcolm K. Hughes
usa,co587,Ring Width,Lexan Creek,PCEN,3200,3953,-10556,1395,1992,Peter M. Brown Connie A. Woodhouse Malcolm K. Hughes Wayne S
usa,co588,Ring Width,Platt Bradbury,PIPO,2835,3728,-10618,1632,2004,Connie A. Woodhouse Mark Losleben
usa,co589,Ring Width,Almont Triangle,PSME,2926,3844,-10648,1319,1999,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co590,Ring Width,Bennett Creek,PIPO,2301,4040,-10531,1394,2002,Connie A. Woodhouse Jeff Lukas Laurie Huckaby Nichole Barg
usa,co591,Ring Width,Boulder Ridge Road,PIPO,2650,4059,-10540,1423,2001,Connie A. Woodhouse Mark Losleben
usa,co592,Ring Width,Big Thompson Update,PSME,2012,4025,-10517,1550,2000,Connie A. Woodhouse Jeff Lukas
usa,co593,Ring Width,Cathedral Creek,PSME,2895,3805,-10700,1372,2002,Connie A. Woodhouse Jeff Lukas Gary Bolton Mark Losleben
usa,co594,Ring Width,Cochetopa Dome,PIPO,2835,3815,-10640,1437,2002,Connie A. Woodhouse Jeff Lukas Gary Bolton Mark Losleben
usa,co595,Ring Width,Collins Gulch,PIED,2050,3950,-10812,1168,2001,Connie A. Woodhouse Mark Losleben
usa,co596,Ring Width,Crags Hotel,PIPO,2002,3956,-10518,1545,2003,Connie A. Woodhouse Jeff Lukas Curtis Nepstad Thornberry
usa,co597,Ring Width,Dillon,PSME,2880,3936,-10554,1372,2002,Connie A. Woodhouse Jeff Lukas Margot Kaye
usa,co598,Ring Width,Deer Mountain Update,PIPO,2652,4022,-10535,1547,2000,Connie A. Woodhouse Jeff Lukas Margot Kaye
usa,co599,Ring Width,Douglas Pass,PSME,2591,3936,-10848,1382,2000,Connie A. Woodhouse Jeff Lukas Margot Kaye
usa,co600,Ring Width,Dry Park,PIED,1996,3815,-10820,1536,2000,Connie A. Woodhouse Jeff Lukas Gary Bolton
usa,co601,Ring Width,Eagle Rock,PIPO,2103,3923,-10510,1401,1997,Connie A. Woodhouse Mark Losleben
usa,co602,Ring Width,ELEVENMILE RESERVOIR,PIPO,2743,3852,-10526,1507,1997,Connie A. Woodhouse Mark Losleben
usa,co603,Ring Width,Eldorado Canyon Update,PSME,2002,3956,-10518,1541,2002,Connie A. Woodhouse Jeff Lukas C. Nepstad Thornberry Tyle
usa,co604,Ring Width,Green Mountain Reservoir,PSME,2514,3951,-10614,1378,2000,Connie A. Woodhouse Jeff Lukas Margot Kaye
usa,co605,Ring Width,Gould Reservoir,PIED,2271,3836,-10735,1385,2002,Connie A. Woodhouse Jeff Lukas Gary Bolton
usa,co606,Ring Width,Hot Sulphur Springs,PSME,2499,4004,-10608,1571,1999,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co607,Ring Width,Jamestown,PIPO,2469,4008,-10525,1364,2000,Connie A. Woodhouse Jeff Lukas Margot Kaye
usa,co608,Ring Width,Jefferson County Update,PIPO,1965,3941,-10512,1487,2003,Connie A. Woodhouse Jeff Lukas Curtis Nepstad Thornberry
usa,co609,Ring Width,McGee Gulch,PSME,2743,3851,-10601,1541,1997,Connie A. Woodhouse Mark Losleben
usa,co610,Ring Width,McPhee (includes Dolores),PIED,2195,3735,-10835,1270,2002,Connie A. Woodhouse Mark Losleben Kurt Chowanski
usa,co611,Ring Width,Meyer Ranch,PIPO,2530,3933,-10516,1553,2002,Connie A. Woodhouse Jeff Lukas Curtis Nepstad Thornberry
usa,co612,Ring Width,Montrose,PIED,2286,3823,-10801,1440,2002,Connie A. Woodhouse Jeff Lukas Gary Bolton Mark Losleben
usa,co613,Ring Width,North Park Update,PSME,2450,4057,-10620,1486,2001,Connie A. Woodhouse Mark Losleben
usa,co614,Ring Width,Owl Canyon Update,PIED,1874,4047,-10511,1508,2002,Connie A. Woodhouse Jeff Lukas Peter M. Brown James Riser
usa,co615,Ring Width,Piceance,PIED,1900,4003,-10818,1124,2001,Connie A. Woodhouse Mark Losleben
usa,co616,Ring Width,Plug Hat Butte,PIED,2133,4047,-10858,1270,2000,Connie A. Woodhouse Jeff Lukas Margot Kaye
usa,co617,Ring Width,Princeton Douglas-fir,PSME,2956,3848,-10614,1169,2002,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co618,Ring Width,Princeton pinyon,PIED,2774,3848,-10613,1462,1999,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co619,Ring Width,Peak to Peak,PSME,2746,4001,-10531,1192,2000,Connie A. Woodhouse Peter M. Brown Jeff Lukas
usa,co620,Ring Width,Red Creek,PSME,2835,3832,-10713,1525,2000,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co621,Ring Width,Rifle,PIED,2073,3940,-10753,1335,2000,Connie A. Woodhouse Jeff Lukas
usa,co622,Ring Width,Rustic,PIPO,2499,4043,-10535,1436,2002,Connie A. Woodhouse Jeff Lukas Laurie Huckaby Nichole Bar
usa,co623,Ring Width,Sapinero Mesa,PIPO,2700,3819,-10712,1511,2000,Connie A. Woodhouse Jeff Lukas Gary Bolton
usa,co624,Ring Width,Sargents,PSME,2621,3824,-10626,1275,2000,Connie A. Woodhouse Jeff Lukas Gary Bolton
usa,co625,Ring Width,South Fork,PIPO,2591,3740,-10639,1566,2002,Connie A. Woodhouse Mark Losleben Kurt Chowanski
usa,co626,Ring Width,Slickrock,PIED,2000,3801,-10855,1490,2002,Connie A. Woodhouse Mark Losleben Kurt Chowanski
usa,co627,Ring Width,Soap Creek,PIPO,2417,3832,-10719,1541,1999,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co628,Ring Width,Stultz Trail,PSME,2465,3820,-10516,1480,1997,Connie A. Woodhouse Mark Losleben
usa,co629,Ring Width,Unaweep Canyon,PIED,2225,3850,-10834,1296,2000,Connie A. Woodhouse Jeff Lukas Gary Bolton
usa,co630,Ring Width,Vasquez Mountain,PSME,2865,4002,-10604,1454,1999,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co631,Ring Width,Wild Rose,PIED,2636,3901,-10814,1146,2002,Connie A. Woodhouse Jeff Lukas Mark Losleben
usa,co632,Ring Width,Wet Mountains,PSME,2690,3754,-10509,1336,1997,Connie A. Woodhouse Mark Losleben
usa,co633,Ring Width,Cameron Pass,PCEN,3100,4033,-10550,1552,2003,Christof Bigler Thomas T. Veblen
usa,co634,Ring Width,Cameron Pass,PICO,3100,4033,-10550,1747,2003,Christof Bigler Thomas T. Veblen
usa,co635,Ring Width,Cameron Pass,ABLA,3100,4033,-10550,1709,2003,Christof Bigler Thomas T. Veblen
usa,co636,Ring Width,Natural Arch,PIED,2667,3749,-10623,1508,2002,C. Woodhouse M. Losleben C. Chowanski J. Lukas
usa,co637,Ring Width,Chokecherry Canyon,PIED,2575,3733,-10534,1450,2003,C. Woodhouse M. Losleben C. Chowanski J. Lukas
usa,co638,Ring Width,Grand View Ridge,PIED,2012,3713,-10751,1566,2002,C. Woodhouse M. Losleben C. Chowanski J. Lukas
usa,co639,Ring Width,Happy Meadows,PIPO,2440,3901,-10522,1620,2003,C. Woodhouse M. Losleben C. Chowanski J. Lukas
usa,co640,Ring Width,Temple Canyon,PIED,1900,3824,-10518,1577,2003,C. Woodhouse M. Losleben C. Chowanski J. Lukas
usa,co641,Ring Width,Van Bibber Update,PIPO,1920,3948,-10515,1566,2003,C. Woodhouse J. Lukas
usa,co642,Ring Width,Anderson Ridge East,PIFL,2431,4227,-10852,1200,2006,Steve Gray Greg Pederson Tom Watson Anthony Barnett
usa,co643,Ring Width,Boulder Lake,PSME,2431,4251,-10938,1576,2006,Steve Gray Greg Pederson Tom Watson Anthony Barnett
usa,co644,Ring Width,Eagle 11,PSME,1950,3923,-10510,379,2004,Connie Woodhouse Mark Losleben Jeff Lukas Kurt Chowanski
usa,co645,Ring Width,Freemont Lake,PSME,2430,4258,-10946,1507,2006,Steve Gray Greg Pederson Tom Watson Anthony Barnett
usa,co646,Ring Width,Green Mountain Reservoir update,PSME,2514,3951,-10614,602,2004,Connie Woodhouse Mark Losleben Jeff Lukas Kurt Chowanski
usa,co647,Ring Width,Navajo Canyon,PSME,2134,3712,-10830,1230,2005,Dave Meko Chris Baisan Troy Knight
usa,co648,Ring Width,Pumphouse update,PIED,2194,3958,-10631,1175,2002,Connie A. Woodhouse Mark Losleben Jeff Lukas
usa,co649,Ring Width,Trail Gulch update,PIED,2210,3943,-10659,996,2002,Connie Woodhouse Mark Losleben Jeff Lukas Kurt Chowanski
usa,co650,Ring Width,Wild Rose update,PSME,2636,3901,-10815,1000,2002,Connie Woodhouse Mark Losleben Jeff Lukas Kurt Chowanski
usa,co651,Ring Width,Mancos River,PSME,2225,3716,-10821,722,2011,D. W. Stahle Edmondson D. K. Stahle Lequesne Therrell Burns K
usa,co651e,Earlywood Width,Mancos River,PSME,2225,3716,-10821,722,2011,D. W. Stahle Edmondson D. K. Stahle Lequesne Therrell Burns K
usa,co651l,Latewood Width,Mancos River,PSME,2225,3716,-10821,722,2011,D. W. Stahle Edmondson D. K. Stahle Lequesne Therrell Burns K
usa,co652,Ring Width,Mancos River + Mesa Verde,PSME,2164,3714,-10825,480,2011,Stahle Schulman Nash
usa,co652e,Earlywood Width,Mancos River + Mesa Verde,PSME,2164,3714,-10825,480,2011,Stahle Schulman Nash
usa,co652l,Latewood Width,Mancos River + Mesa Verde,PSME,2164,3714,-10825,480,2011,Stahle Schulman Nash
usa,co653,Ring Width,South Fork Update,PIPO,2591,3740,-10640,1566,2008,Connie Woodhouse Mark Losleben
usa,co654,Ring Width,Vera Platt Bradbury,PIPO,2835,3728,-10618,1661,2008,Connie Woodhouse Mark Losleben
usa,co655,Ring Width,Wild Rose,PSME,2636,3901,-10815,1000,2002,Woodhouse
usa,ct001,Ring Width,"BIGELOW POND, CONNECTICUT -- EASTERN HEMLOCK",,,,,,,
usa,ct002,Ring Width,,,,,,,,
usa,fl001,Ring Width,Choctawhatchee River,TADI,3,3028,-8553,899,1992,David W. Stahle Malcolm K. Cleaveland
usa,fl001e,Earlywood Width,Choctawhatchee River Earlywood,TADI,3,3028,-8553,899,1992,David W. Stahle Malcolm K. Cleaveland
usa,fl001l,Latewood Width,Choctawhatchee River Latewood,TADI,3,3028,-8553,899,1992,David W. Stahle Malcolm K. Cleaveland
usa,fl002,Ring Width,Live Oak,QUST,38,3020,-8256,1813,1992,D. Stahle S. Sierzchula
usa,fl003,Ring Width,O'Leno State Park,QUST,15,2955,-8237,1852,1993,D. Stahle M. Cleaveland
usa,fl004,Ring Width,Ocala National Forest,QUST,24,2910,-8154,1833,1993,D. Stahle M. Cleaveland
usa,fl005,Ring Width,Suwannee River,QULY,5,2944,-8257,1725,1993,D. Stahle M. Cleaveland S. Sierzchula
usa,fl005e,Earlywood Width,Suwannee River,QULY,5,2944,-8257,1725,1993,D. Stahle M. Cleaveland S. Sierzchula
usa,fl005l,Latewood Width,Suwannee River,QULY,5,2944,-8257,1725,1993,D. Stahle M. Cleaveland S. Sierzchula
usa,fl006,Ring Width,Wannee,QUST,7,2944,-8256,1798,1992,D. Stahle S. Sierzchula
usa,fl007,Ring Width,Lower Withlacoochee River,TADI,1,2901,-8243,1618,2005,D. Carr
usa,fl007e,Earlywood Width,Lower Withlacoochee River,TADI,1,2901,-8243,1618,2005,D. Carr
usa,fl007l,Latewood Width,Lower Withlacoochee River,TADI,1,2901,-8243,1618,2005,D. Carr
usa,fl008,Ring Width,Middle Withlacoochee River,TADI,15,2855,-8216,1646,2003,D. Carr D. Stahle
usa,fl008e,Earlywood Width,Middle Withlacoochee River,TADI,15,2855,-8216,1646,2003,D. Carr D. Stahle
usa,fl008l,Latewood Width,Middle Withlacoochee River,TADI,15,2855,-8216,1646,2003,D. Carr D. Stahle
usa,fl009,Ring Width,Upper Withlacoochee River,TADI,26,2818,-8205,1622,2005,D. Stahle D. Carr D. Griffin J. Jennings
usa,fl009e,Earlywood Width,Upper Withlacoochee River,TADI,26,2818,-8205,1622,2005,D. Stahle D. Carr D. Griffin J. Jennings
usa,fl009l,Latewood Width,Upper Withlacoochee River,TADI,26,2818,-8205,1622,2005,D. Stahle D. Carr D. Griffin J. Jennings
usa,ga001,Ring Width,,,,,,,,
usa,ga001e,Earlywood Width,,,,,,,,
usa,ga001l,Latewood Width,,,,,,,,
usa,ga002,Ring Width,,,,,,,,
usa,ga003,Ring Width,"DAVID W. STAHLE, MALCOLM K. CLEAVELAND, JOHN G. HEHR ",,,,,,,
usa,ga004,Ring Width,,,,,,,,
usa,ga004e,Earlywood Width,Ocmulgee River - Partial set of radii,TADI,53,3203,-8318,1510,1984,David Stahle Malcolm Cleaveland
usa,ga004l,Latewood Width,Ocmulgee River - Partial set of radii,TADI,53,3203,-8318,1510,1984,David Stahle Malcolm Cleaveland
usa,ga005,Ring Width,"J.W. JONES ECOLOGICAL RESEARCH CENTER, Combined",PIPA,43,3113,-8429,1872,1995,"Neil Pederson, Brian Palik, And Bob Mitchell"
usa,ga006,Ring Width,"J.W. JONES ECOLOGICAL RESEARCH CENTER, Dry Site",PIPA,43,3113,-8429,1802,1995,"Neil Pederson, Brian Palik, And Bob Mitchell"
usa,ga007,Ring Width,"J.W. JONES ECOLOGICAL RESEARCH CENTER, Mesic Site",PIPA,43,3113,-8429,1913,1995,"Neil Pederson, Brian Palik, And Bob Mitchell"
usa,ga008,Ring Width,"J.W. JONES ECOLOGICAL RESEARCH CENTER, Wet/Mes.Site",PIPA,43,3113,-8429,1872,1995,"Neil Pederson, Brian Palik, And Bob Mitchell"
usa,ga009,Ring Width,Moody Tract,QULY,24,3156,-8219,1803,1992,D. Stahle S. Sierzchula
usa,ga010,Ring Width,Amicalola,LITU,792,3434,-8414,1552,2009,N. Pederson B. Catron K. Tackett
usa,ga011,Ring Width,Frick Creek,LITU,777,3446,-8418,1537,2009,Pederson Blozan Brice Catron Leland Scheff Malcomb Tacke
usa,ga012,Ring Width,Chattahoochee National Forest,LITU,784,3440,-8416,1537,2009,Pederson Blozan Brice Catron Leland Scheff Malcomb Tacke
usa,ga013,Ring Width,Big Canoe,QUSP,730,3428,-8419,1646,2009,Pederson Blozan Brice Catron Leland Scheff Malcomb Tacke
usa,ga014,Ring Width,Frick Creek,TSCA,777,3446,-8418,1689,2009,Pederson Blozan Brice Catron Leland Scheff Malcomb Tacke
usa,ga015,Ring Width,Greenwood Plantation,PIPA,61,3051,-8358,1661,2003,T. A. Knight
usa,ga016,Ring Width,Lavender Mountain,PIPA,344,3020,-8515,1795,2003,T. A. Knight
usa,ga017,Ring Width,Spreewell Bluff,PIPA,262,3251,-8429,1649,2002,T. A. Knight
usa,ga018,Ring Width,Marshall Forest,PIEC,262,3215,-8512,1730,2001,T. A. Knight
usa,ga019,Ring Width,Rambulette Mountain,QUST,198,3229,-8420,1762,2002,T. A. Knight
usa,ga020,Ring Width,Pine Mountain PMN,QUPR,366,3250,-8450,1794,2002,T. A. Knight
usa,ga021,Ring Width,Pine Mountain TMB,QUPR,366,3250,-8450,1848,2002,N. Pederson
usa,ga022,Ring Width,Pine Mountain Combined,QUPR,366,3250,-8450,1794,2002,T. A. Knight N. Pederson
usa,ga023,Ring Width,Georgia-HWA,TSCA,600,3453,-8439,1947,2011,D. Walker C. A. Copenheaver
usa,ia001,Ring Width,BACKBONE STATE PARK [A]                 0519AA01,QUAL,315,4237,-9134,1730,1980,Daniel N. Duvick
usa,ia002,Ring Width,,,,,,,,
usa,ia003,Ring Width,,,,,,,,
usa,ia004,Ring Width,,,,,,,,
usa,ia005,Ring Width,,,,,,,,
usa,ia006,Ring Width,,,,,,,,
usa,ia012,Ring Width,,,,,,,,
usa,ia013,Ring Width,,,,,,,,
usa,ia014,Ring Width,,,,,,,,
usa,ia015,Ring Width,BACKBONE STATE PARK [B] *** ITRDB 341 ***,QUAL,335,4237,-9134,1735,1976,R. Landers (D. Duvick)
usa,ia016,Ring Width,,,,,,,,
usa,ia018,Ring Width,,,,,,,,
usa,ia020,Ring Width,DUVICK BACKWOODS                        0333AA02,    ,275,4141,9341,1654,1980,Daniel N. Duvick 341 135 20 1654
usa,ia021,Ring Width,SAYLORVILLE DAM                         0463AA01,QUAL,320,4143,-9342,1654,1981,Daniel N. Duvick 342 1654
usa,ia023,Ring Width,LEDGES STATE PARK                       0335AA02,,305,4200,9353,1663,1981,Daniel N. Duvick 353 225 30 1663
usa,ia024,Ring Width,PAMMEL STATE PARK                       0334AA02,    ,305,4117,9404,1635,1981,Daniel N. Duvick 404 45 15 1635
usa,ia025,Ring Width,LAKE AHQUABI STATE PARK                 0336AA02,QUAL,275,4117,-9335,1574,1980,Daniel N. Duvick 335 1574
usa,ia026,Ring Width,WOODMAN HOLLOW STATE PRESERVE           0337AA02,QUAL,335,4225,-9406,1698,1979,Daniel N. Duvick 406 1698
usa,ia027,Ring Width,,,,,,,,
usa,ia029,Ring Width,,,,,,,,
usa,ia030,Ring Width,,,,,,,,
usa,ia032,Ring Width,MERRITT FOREST STATE PRESERVE           0466AA01,,330,4242,9108,1711,1980,Daniel N. Duvick 108 1711
usa,ia033,Ring Width,,,,,,,,
usa,ia034,Ring Width,Nye Homestead,QUSP,198,4126,-9055,1702,1857,Michael Stambaugh Richard Guyette Joseph Marschall
usa,id001,Ring Width,,,,,,,,
usa,id002,Ring Width,,,,,,,,
usa,id003,Ring Width,,,,,,,,
usa,id004,Ring Width,,,,,,,,
usa,id005,Ring Width,,,,,,,,
usa,id006,Ring Width,GRASSHOPPER TRAIL  22 APR 86,JUOC,1701,4231,-11648,1492,1984,"R. L. Holmes, R. K. Adams, V. C. Kirby, C. J. Earle"
usa,id007,Ring Width,"Cascade,Radar-St.,Payett",PCEN,2140,4426,-11605,1716,1983,Fritz Schweingruber
usa,id007e,Earlywood Width,"Cascade,Radar-St.,Payett",PCEN,2140,4426,-11605,1716,1983,Fritz Schweingruber
usa,id007i,Earlywood Density,"Cascade,Radar-St.,Payett",PCEN,2140,4426,-11605,1716,1983,Fritz Schweingruber
usa,id007l,Latewood Width,"Cascade,Radar-St.,Payett",PCEN,2140,4426,-11605,1716,1983,Fritz Schweingruber
usa,id007n,Minimum Density,"Cascade,Radar-St.,Payett",PCEN,2140,4426,-11605,1716,1983,Fritz Schweingruber
usa,id007t,Latewood Density,"Cascade,Radar-St.,Payett",PCEN,2140,4426,-11605,1716,1983,Fritz Schweingruber
usa,id007x,Maximum Density,"Cascade,Radar-St.,Payett",PCEN,2140,4426,-11605,1716,1983,Fritz Schweingruber
usa,id008,Ring Width,"Galena Pass, Sawtooth NF",PCEN,2580,4352,-11443,1530,1983,Fritz Schweingruber
usa,id008e,Earlywood Width,"Galena Pass, Sawtooth NF",PCEN,2580,4352,-11443,1530,1983,Fritz Schweingruber
usa,id008i,Earlywood Density,"Galena Pass, Sawtooth NF",PCEN,2580,4352,-11443,1530,1983,Fritz Schweingruber
usa,id008l,Latewood Width,"Galena Pass, Sawtooth NF",PCEN,2580,4352,-11443,1530,1983,Fritz Schweingruber
usa,id008n,Minimum Density,"Galena Pass, Sawtooth NF",PCEN,2580,4352,-11443,1530,1983,Fritz Schweingruber
usa,id008t,Latewood Density,"Galena Pass, Sawtooth NF",PCEN,2580,4352,-11443,1530,1983,Fritz Schweingruber
usa,id008x,Maximum Density,"Galena Pass, Sawtooth NF",PCEN,2580,4352,-11443,1530,1983,Fritz Schweingruber
usa,id009,Ring Width,Twin Peaks,PIAL,2800,4436,-11427,965,1992,Dana L. Perkins
usa,id010,Ring Width,Sandpass,PIAL,2800,4358,-11458,955,1992,Dana L. Perkins
usa,id011,Ring Width,Upper Sandpass,PIAL,2800,4358,-11458,1210,1992,Dana L. Perkins
usa,id012,Ring Width,"Railroad Ridge 2006 update, add cores 15D 15E",PIAL,2930,4408,-11433,726,1992,Dana L. Perkins
usa,id013,Ring Width,Sleeping Deer Road Ring Width,PCEN,2820,4437,-11430,1305,1997,Malcolm K. Hughes Connie A. Woodhouse Peter M. Brown
usa,id013e,Earlywood Width,Sleeping Deer Road Earlywood Width,PCEN,2820,4437,-11430,1489,1997,Malcolm K. Hughes Connie A. Woodhouse Peter M. Brown
usa,id013l,Latewood Width,Sleeping Deer Road Latewood Width,PCEN,2820,4437,-11430,1489,1997,Malcolm K. Hughes Connie A. Woodhouse Peter M. Brown
usa,id013n,Minimum Density,Sleeping Deer Road Minimum Density,PCEN,2820,4437,-11430,1489,1997,Malcolm K. Hughes Connie A. Woodhouse Peter M. Brown
usa,id013x,Maximum Density,Sleeping Deer Road Maximum Density,PCEN,2820,4437,-11430,1488,1997,Malcolm K. Hughes Connie A. Woodhouse Peter M. Brown
usa,id014,Ring Width,Salmon River Valley,PSME,1700,4425,-11415,1135,1995,Franco Biondi Dana Perkins
usa,id015,Ring Width,East Side Trail,PIPO,1825,4345,-11606,1488,2011,David Wilkins Amy Cutter
usa,id016,Ring Width,Wellner Cliffs Research Natural Area,PIPO,903,4822,-11647,1653,2009,P. A. Knapp P. T. Soule'
usa,id017,Ring Width,Wellner Cliffs Research Natural Area,PSME,903,4822,-11647,1673,2009,P. A. Knapp P. T. Soule'
usa,il001,Ring Width,SANDWICH                                0525AA01,QUAL,200,4139,-8835,1807,1980,Daniel N. Duvick
usa,il002,Ring Width,SANDWICH                                0525AA02,QUMA,200,4139,-8835,1752,1980,Daniel N. Duvick
usa,il006,Ring Width,,,,,,,,
usa,il007,Ring Width,,,,,,,,
usa,il008,Ring Width,,,,,,,,
usa,il009,Ring Width,,,,,,,,
usa,il010,Ring Width,,,,,,,,
usa,il011,Ring Width,,,,,,,,
usa,il012,Ring Width,,,,,,,,
usa,il013,Ring Width,,,,,,,,
usa,il014,Ring Width,,,,,,,,
usa,il015,Ring Width,,,,,,,,
usa,il016,Ring Width,,,,,,,,
usa,in001,Ring Width,,,,,,,,
usa,in002,Ring Width,Greene-Sullivan State Forest,QUVE,179,3902,-8715,1907,2004,James H. Speer Keith Clay Graham Bishop Michelle Creech
usa,ks001,Ring Width,"MCCLOSKY RANCH, KANSAS  POST OAK RING WIDTHS (.01MM)",,,,,,,
usa,ks004,Ring Width,"TORONTO LAKE, KANSAS  POST OAK RING WIDTHS (.01MM)",,,,,,,
usa,ks007,Ring Width,"FALL RIVER, KANSAS  POST OAK RING WIDTHS (.01MM)",,,,,,,
usa,ks010,Ring Width,"ELK RIVER, KANSAS  POST OAK RING WIDTHS (.01MM)",,,,,,,
usa,ks011,Ring Width,Lazy S - B Ranch,QUST,307,3730,-9558,1758,2006,Michael C. Stambaugh Richard P. Guyette
usa,ks012,Ring Width,Tallgrass Prairie Preserve,QUMA,408,3829,-9635,1600,2003,Michael C. Stambaugh Richard P. Guyette
usa,ks013,Ring Width,Cedar Bluff Reservoir,JUVI,675,3846,-9949,1353,2008,Edmondson
usa,ky002,Ring Width,,,,,,,,
usa,ky003,Ring Width,,,,,,,,
usa,ky004,Ring Width,,,,,,,,
usa,ky005,Ring Width,Land Between The Lakes,QUST,175,3648,-8805,1689,2005,Michael Stambaugh Richard Guyette Joseph Marschall
usa,ky006,Ring Width,Hatton Ridge,PISP,372,3753,-8342,1750,2004,Michael Stambaugh Richard Guyette Joseph Marschall
usa,la001,Ring Width,,,,,,,,
usa,la002l,Latewood Width,Kisatchie Hills,PIPA,61,3128,-9259,1587,2007,Michael Stambaugh Richard Guyette Joseph Marschall
usa,ma001,Ring Width,,,,,,,,
usa,ma002,Ring Width,,,,,,,,
usa,ma003,Ring Width,Boston Archaeological Timbers,QUSP,15,4218,-7104,1578,1785,P. J. Krusic E. R. Cook A. Grady
usa,ma004,Ring Width,Coffin House Newbury,QUSP,12,4246,-7051,1527,1677,D. Miles
usa,ma005,Ring Width,Boston Mill Dam,QUSP,15,4222,-7104,1454,1683,D. Miles
usa,ma006,Ring Width,"Cooper-Frost-Austin House, Cambridge",QUSP,15,4223,-7106,1527,1680,D. Miles
usa,ma007,Ring Width,"Deane Winthrop House, Winthrop",QUSP,15,4223,-7059,1579,1695,D. Miles
usa,ma008,Ring Width,"Fairbanks House, Dedham",QUSP,15,4215,-7110,1487,1682,D. Miles
usa,ma009,Ring Width,"First Parish Church, Groton",QUSP,15,4237,-7135,1598,1753,D. Miles
usa,ma010,Ring Width,"Gedney House, Salem",QUSP,15,4231,-7054,1555,1704,D. Miles
usa,ma011,Ring Width,"Tuttle House, Ipswich",QUSP,15,4241,-7051,1495,1671,D. Miles
usa,ma012,Ring Width,"Pierce House, Dorchester",QUSP,15,4218,-7104,1362,1682,D. Miles
usa,ma013,Ring Width,"United Methodist Church, Townsend",QUSP,15,4240,-7142,1577,1769,D. Miles
usa,ma015,Ring Width,Deerfield-Montague,PIRI,46,4232,-7236,1567,1846,W. A. Flynt P. J. Krusic
usa,ma016,Ring Width,Tekoa Mountain,QURU,300,4210,-7248,1876,2008,Aughenbaugh Harvey Hayes Kaye Kernan Marion Peterson Pipkin Ril
usa,ma017,Ring Width,Cold River,TSCA,,4238,-7256,1650,2003,E. Cook P. Krusic
usa,ma018,Ring Width,Alander Mountain,TSCA,,4205,-7230,1628,1987,E. Cook P. Krusic
usa,ma019,Ring Width,Massachusetts-HWA,TSCA,180,4221,-7222,1887,2010,D. Walker C. A. Copenheaver
usa,md007e,Earlywood Width,BEAR ISLAND    DB0406   EARLYWOOD WIDTH,QUAL,60,3859,-7714,1836,1978,Jane F Hill And Bill Hill
