lat,lon,region,species,elevation,start,end,source,name
47.11,-95.14,usa,PINE,1500,1672,1971,ITRDB,mn019
48.07,-90.55,usa,PINE,1460,1625,1971,ITRDB,mn021
48.58,-97.14,usa,QUMA,236,1890,2010,ITRDB,mn028
46.17,-96.36,usa,QUMA,293,1877,2010,ITRDB,mn029
46.17,-96.36,usa,QUMA,290,1868,2010,ITRDB,mn030
38.15,-90.25,usa,JUVI,500,1750,1942,ITRDB,mo
37.41,-92,usa,QUST,349,1620,1992,ITRDB,mo024
36.41,-92.49,usa,QUST,435,1696,1992,ITRDB,mo033
37.1,-92.3,usa,PIEC,300,1553,1992,ITRDB,mo038
37.3,-91.53,usa,QUST,280,1664,1992,ITRDB,mo039
37.07,-91.11,usa,QUST,305,1667,1992,ITRDB,mo040
37.25,-91.34,usa,JUVI,245,1410,1992,ITRDB,mo041
37.04,-91.02,usa,JUVI,185,1391,1991,ITRDB,mo042
37.06,-91.32,usa,JUVI,275,1138,1991,ITRDB,mo043
37.15,-91.16,usa,QUAL,240,1588,1992,ITRDB,mo044
37.09,-91.05,usa,PIEC,280,1616,2002,ITRDB,mo045
40.29,-95.34,usa,QUMA,350,1687,2004,ITRDB,mo046
40.05,-93.35,usa,QUSP,240,986,2004,ITRDB,mo047
38.5,-92.18,usa,QUMA,190,1824,2008,ITRDB,mo048
38.53,-92.19,usa,QUMA,190,1897,2008,ITRDB,mo049
37.15,-91.16,usa,QUAL,240,1739,2003,ITRDB,mo050
37.12,-91.12,usa,PIEC,220,1806,2002,ITRDB,mo051
37.12,-91.12,usa,QUCO,220,1897,2002,ITRDB,mo052
37.12,-91.12,usa,QUVE,220,1839,2002,ITRDB,mo053
37.12,-91.12,usa,QUFA,220,1895,2002,ITRDB,mo054
37.1,-91.08,usa,QUCO,270,1901,2002,ITRDB,mo057
37.1,-91.08,usa,QUVE,270,1867,2002,ITRDB,mo058
37.09,-91.08,usa,QUVE,270,1829,2002,ITRDB,mo060
37.08,-91.06,usa,QUCO,220,1907,2002,ITRDB,mo061
37.08,-91.06,usa,QUVE,220,1849,2002,ITRDB,mo062
37.08,-91.05,usa,QUCO,240,1937,2002,ITRDB,mo063
37.08,-91.05,usa,QUVE,240,1877,2002,ITRDB,mo064
37.1,-91.02,usa,QUCO,240,1883,2002,ITRDB,mo065
37.1,-91.02,usa,QUVE,240,1863,2002,ITRDB,mo066
37.11,-91.02,usa,QUCO,280,1895,2002,ITRDB,mo067
37.11,-91.02,usa,QUVE,280,1890,2002,ITRDB,mo068
37,-91.12,usa,QUCO,260,1901,2002,ITRDB,mo069
37,-91.12,usa,QUVE,260,1875,2002,ITRDB,mo070
37,-91.11,usa,QUCO,260,1899,2002,ITRDB,mo071
37,-91.11,usa,QUVE,260,1897,2002,ITRDB,mo072
37.04,-91.07,usa,QUCO,250,1891,2002,ITRDB,mo073
37.04,-91.07,usa,QUVE,250,1869,2002,ITRDB,mo074
37.06,-91.06,usa,PIEC,250,1815,2002,ITRDB,mo075
38.45,-92.12,usa,QUMA,185,1887,2008,ITRDB,mo076
40,-93.25,usa,QUSP,,912,2008,ITRDB,mo077
37.11,-91.12,usa,JUVI,0,3711,-9112,ITRDB,mo1
37.07,-91.29,usa,JUVI,0,3707,-9129,ITRDB,mo2
30.35,-88.35,usa,TADI,2,1466,1992,ITRDB,ms002
33.16,-90.3,usa,TADI,30,1238,2010,ITRDB,ms003
45.43,-110.14,usa,PINE,4498,1422,1965,ITRDB,mt004
47,-115.1,usa,PCEN,1710,1758,1983,ITRDB,mt105
45.42,-113.57,usa,PCEN,2130,1785,1983,ITRDB,mt106
46.14,-113.46,usa,PCEN,2160,1782,1983,ITRDB,mt107
45.45,-112.32,usa,PCEN,2730,1496,1983,ITRDB,mt108
45.1,-109.31,usa,PCEN,3208,1660,1999,ITRDB,mt109
45.18,-111.2,usa,PSME,2500,819,2000,ITRDB,mt110
45.18,-111.2,usa,PIFL,2500,500,2000,ITRDB,mt111
45.18,-111.19,usa,PIFL,2500,470,1998,ITRDB,mt112
45.18,-111.19,usa,PIFL,2500,470,1998,ITRDB,mt113
45.18,-111.19,usa,PSME,2500,952,1998,ITRDB,mt114
46.17,-113.09,usa,LALY,2645,999,1998,ITRDB,mt116
48.43,-113.39,usa,ABLA,2150,1766,2006,ITRDB,mt117
48.55,-113.45,usa,PSME,1672,1455,2003,ITRDB,mt118
46.01,-113.22,usa,LALY,2700,1026,2005,ITRDB,mt119
46.01,-113.23,usa,LALY,2750,1248,2006,ITRDB,mt120
48.16,-120.27,usa,LALY,2190,1336,2005,ITRDB,mt121
48.31,-113.22,usa,PSME,1950,1163,2002,ITRDB,mt122
48.29,-113.22,usa,PSME,1636,1564,2001,ITRDB,mt123
47.55,-112.44,usa,PSME,1678,1509,2001,ITRDB,mt124
46.16,-110.32,usa,PSME,1800,1602,2009,ITRDB,mt125
49.02,-114.02,usa,LALY,2135,1252,1990,ITRDB,mt126
45,-110.41,usa,JUSC,1865,-413,2008,ITRDB,mt127
46.57,-114.2,usa,PIPO,1555,1602,2006,ITRDB,mt128
47.2,-114.52,usa,PSME,1340,1690,2006,ITRDB,mt129
46.49,-114.15,usa,PSME,,1307,2008,ITRDB,mt130
46.39,-113.38,usa,PSME,1371,1665,2008,ITRDB,mt131
46.51,-114.41,usa,PSME,1160,1611,2006,ITRDB,mt132
46.46,-111.46,usa,PSME,1650,1674,2009,ITRDB,mt133
46.05,-110.49,usa,PSME,1650,1799,2009,ITRDB,mt134
46.05,-110.49,usa,PIPO,1650,1793,2009,ITRDB,mt135
35.36,-83.06,usa,CADN,1065,1720,1931,ITRDB,nc010
35.21,-83.55,usa,CADN,825,1737,1928,ITRDB,nc011
35.21,-83.55,usa,LITU,250,1672,1997,ITRDB,nc012
35.21,-83.55,usa,TSCA,250,1784,1997,ITRDB,nc013
35.36,-83.25,usa,QURU,1372,1771,1997,ITRDB,nc014
35.35,-83.23,usa,CADN,427,1780,1939,ITRDB,nc015
35.3,-83.3,usa,PCRU,1770,1650,1986,ITRDB,nc016
35.09,-79.22,usa,PIPA,100,1690,2006,ITRDB,nc017
35.08,-79.22,usa,PIPA,140,1559,1982,ITRDB,nc019
35.3,-82.38,usa,QUPR,790,1716,1996,ITRDB,nc020
35.3,-82.38,usa,QUAL,790,1733,1996,ITRDB,nc021
35.3,-82.38,usa,QUSP,790,1716,1996,ITRDB,nc022
35.02,-83.16,usa,QUAL,1280,1599,2003,ITRDB,nc023
35.17,-82.43,usa,TSCA,670,1910,2010,ITRDB,nc024
35.5,-76.56,usa,TADI,1,780,1993,ITRDB,nc025
34.29,-78.11,usa,TADI,2,365,2010,ITRDB,nc026
36.28,-76.58,usa,PITA,2,1795,1985,ITRDB,nc10
34.28,-78.07,usa,PITA,2,1845,1985,ITRDB,nc11
35.58,-78.25,usa,PINE,109,1608,1829,ITRDB,nc2
35.49,-78.41,usa,PINE,108,1770,1991,ITRDB,nc3
36.24,-81.33,usa,TSCR,1360,3624,-8133,ITRDB,nc5
35.39,-78.53,usa,PITA,88,1891,1994,ITRDB,nc6
35.4,-78.54,usa,PIPA,88,1891,1994,ITRDB,nc7
35.4,-78.54,usa,PIEC,88,1879,1992,ITRDB,nc8
35.09,-79.22,usa,PIPA,122,1671,1979,ITRDB,nc9
46.36,-103.28,usa,PIPO,792,1592,1990,ITRDB,nd001
48.58,-97.14,usa,QUMA,236,1856,2010,ITRDB,nd007
47.56,-97.02,usa,QUMA,254,1865,2010,ITRDB,nd008
47.54,-97.01,usa,QUMA,254,1854,2010,ITRDB,nd009
46.53,-96.46,usa,QUMA,268,1878,2010,ITRDB,nd010
46.52,-96.47,usa,QUMA,275,1886,2010,ITRDB,nd011
46.51,-96.47,usa,QUMA,268,1870,2010,ITRDB,nd012
42.49,-100,usa,PIPO,720,1589,-1997,ITRDB,ne004
42.42,-100.52,usa,PIPO,810,1728,1998,ITRDB,ne005
42.4,-99.43,usa,PIPO,670,1732,1997,ITRDB,ne006
41.31,-103.56,usa,PIPO,1530,1489,1997,ITRDB,ne007
42.38,-103.15,usa,PIPO,1280,1567,1997,ITRDB,ne008
43.48,-71.5,usa,PIRE,300,1690,2008,ITRDB,nh005
43.12,-71.1,usa,JUVI,140,1492,2002,ITRDB,nh006
41,-74.08,usa,CYGL,61,1818,2000,ITRDB,nj003
41,-74.08,usa,LITU,61,1750,2000,ITRDB,nj004
41.2,-74.28,usa,LITU,366,1732,2003,ITRDB,nj005
41.07,-74.25,usa,QURU,366,1785,2001,ITRDB,nj006
41.07,-74.25,usa,QUPR,366,1577,2002,ITRDB,nj007
40.3,-74.3,usa,QUSP,,1563,1838,ITRDB,nj008
41,-74.3,usa,QUSP,,1491,1737,ITRDB,nj009
36.59,-107.49,usa,PSME,6800,1487,1978,ITRDB,nm503
36.59,-107.04,usa,PIPO,6800,1660,1978,ITRDB,nm512
36.43,-105.33,usa,PIED,2438,1592,1981,ITRDB,nm548
36.44,-105.28,usa,PIPO,2835,1639,1987,ITRDB,nm549
35.53,-106.4,usa,PIPO,2560,1532,1986,ITRDB,nm550
36.2,-105.22,usa,PIPO,2743,1700,1981,ITRDB,nm551
36.18,-105.25,usa,PIPO,2896,1581,1981,ITRDB,nm552
32.43,-106.22,usa,PIPO,2500,1751,1990,ITRDB,nm553
36.07,-105.31,usa,PIPO,2713,1690,1986,ITRDB,nm554
35.48,-106.37,usa,PIPO,2438,1604,1986,ITRDB,nm555
35.47,-106.37,usa,PIPO,2515,1572,1986,ITRDB,nm556
36.09,-105.36,usa,PIPO,2469,1555,1986,ITRDB,nm557
35.49,-106.34,usa,PIPO,2515,1653,1987,ITRDB,nm558
36.42,-105.26,usa,PIPO,2743,1391,1987,ITRDB,nm559
36.44,-105.28,usa,PIFL,2894,837,1987,ITRDB,nm560
33.03,-106.32,usa,PIPO,2499,1799,1990,ITRDB,nm561
32.42,-106.21,usa,PIPO,2500,1659,1990,ITRDB,nm562
36.4,-106.12,usa,PIPO,2755,1786,1983,ITRDB,nm563
34.13,-108.37,usa,PIED,2225,1410,1987,ITRDB,nm564
33.23,-108.14,usa,PSME,2651,1470,1986,ITRDB,nm565
33.23,-108.14,usa,PIPO,2651,1590,1987,ITRDB,nm566
33.13,-108.16,usa,PIPO,1767,1530,1987,ITRDB,nm567
32.57,-108.01,usa,PIED,1950,1670,1986,ITRDB,nm568
36.35,-105.3,usa,PCEN,3120,1828,1983,ITRDB,nm569
33.2,-105.4,usa,PSME,3120,1554,1983,ITRDB,nm570
35.15,-107.3,usa,PSME,3000,1735,1983,ITRDB,nm571
32.48,-105.54,usa,PIPO,2250,1610,1994,ITRDB,nm573
36.48,-103.59,usa,PIPO,2020,1613,1998,ITRDB,nm574
36.46,-103.58,usa,PIPO,2240,1712,1998,ITRDB,nm575
36.46,-103.57,usa,PIED,2380,1626,1998,ITRDB,nm576
36.04,-104.21,usa,PIPO,1710,1595,1998,ITRDB,nm577
36.47,-103.56,usa,PIED,2320,1635,1992,ITRDB,nm578
32.48,-105.48,usa,PSME,2865,1627,1992,ITRDB,nm579
34.58,-108.11,usa,PSME,2375,-136,2004,ITRDB,nm580
36.32,-106.01,usa,PIED,2300,1520,2003,ITRDB,nm581
36.37,-105.59,usa,PIPO,2500,1575,2003,ITRDB,nm582
36.21,106.31,usa,PSME,2059,1295,2007,ITRDB,nm583
36.17,106.37,usa,PSME,2525,644,2007,ITRDB,nm584
35.55,106.4,usa,PISF,2597,1568,2007,ITRDB,nm585
35.55,106.41,usa,PSME,2561,1298,2007,ITRDB,nm586
35.53,106.41,usa,PSME,2529,1304,2007,ITRDB,nm587
36.17,-106.38,usa,PIPO,2525,620,2011,ITRDB,nm588
36.05,-108.52,usa,PIPO,2650,842,2010,ITRDB,nm589
33.21,-108.16,usa,PSME,2489,1304,2008,ITRDB,nm590
33.21,-108.16,usa,PIPO,2489,1493,2008,ITRDB,nm591
37,-107.48,usa,PSME,2036,1610,2008,ITRDB,nm592
36.21,-106.32,usa,PSME,2029,1295,2008,ITRDB,nm593
32.55,-107.46,usa,PSME,2540,1801,2009,ITRDB,nm594
32.2,-106.34,usa,PIPO,2133,1306,2008,ITRDB,nm595
34.37,-108.42,usa,PSME,2707,1591,2009,ITRDB,nm596
36.42,-107.19,usa,PIPO,,623,1989,ITRDB,nm597
35.35,-106.1,usa,PIFL,,598,1989,ITRDB,nm598
33.44,-108.57,usa,PSME,2600,1665,2009,ITRDB,nm599
33.59,-107.1,usa,PSME,3044,622,2008,ITRDB,nm600
32.21,-106.34,usa,PSME,2475,1597,2009,ITRDB,nm601
36.42,-107.19,usa,PSME,2005,1643,2009,ITRDB,nm602
33.23,-108.14,usa,PIPO,,532,1988,ITRDB,nm603
36.15,-105.31,usa,PISP,,1104,1989,ITRDB,nm604
36.1,-105.36,usa,PIPO,2455,1541,2008,ITRDB,nm605
35.15,-107.3,usa,PSME,,785,1995,ITRDB,nm606
35.27,-105.44,usa,PISP,,878,1989,ITRDB,nm607
35.36,-108.08,usa,PSME,2306,1313,2008,ITRDB,nm608
32.48,-105.48,usa,PSME,2870,1627,2008,ITRDB,nm609
35.24,-108.32,usa,PIPO,2374,1595,2008,ITRDB,nm610
33.24,-108.13,usa,PSME,2532,1669,2008,ITRDB,nm611
33.24,-108.13,usa,PIPO,2532,1597,2008,ITRDB,nm612
34.55,-107.5,usa,PIED,,680,1986,ITRDB,nm613
35.24,-108.31,usa,PISP,,435,1986,ITRDB,nm614
34.58,-108.06,usa,PSME,2423,0,2004,ITRDB,nm615
34.15,-105.48,usa,PSME,2439,1616,2008,ITRDB,nm616
34.15,-105.48,usa,PIPO,2439,1655,2008,ITRDB,nm617
38.57,-114.13,usa,PINE,9600,1,1967,ITRDB,nv500
36.17,-115.38,usa,PINE,518,966,1964,ITRDB,nv501
38.54,114.19,usa,PINE,3415,825,1983,ITRDB,nv513
40.33,114.49,usa,PINE,3110,302,1985,ITRDB,nv514
41.18,-118.26,usa,JUOC,2097,975,1998,ITRDB,nv518
37.52,-118.2,usa,PIFL,3140,990,2000,ITRDB,nv519
38.55,-114.19,usa,PILO,3400,-2649,2002,ITRDB,nv520
40.14,-115.32,usa,PILO,3200,-2649,2002,ITRDB,nv521
42.35,-74.17,usa,JUVI,140,1445,2004,ITRDB,ny015
43.05,-73.23,usa,QUAL,366,1704,2002,ITRDB,ny016
43.05,-73.23,usa,QUPR,366,1666,2002,ITRDB,ny017
43.05,-73.23,usa,QURU,366,1799,2002,ITRDB,ny018
40.58,-73.48,usa,QUST,3,1773,2002,ITRDB,ny019
43.42,-73.38,usa,QUVE,387,1836,2002,ITRDB,ny020
42.59,-74.01,usa,CYGL,122,1753,2002,ITRDB,ny021
42.59,-74.01,usa,QUAL,122,1816,2002,ITRDB,ny022
42.02,-74.19,usa,BELE,220,1614,2002,ITRDB,ny023
41.49,-74.11,usa,CYGL,205,1740,2002,ITRDB,ny024
41.46,-74.11,usa,PIRI,,1618,1996,ITRDB,ny025
41.53,-74.16,usa,QUVE,220,1793,2002,ITRDB,ny026
41.46,-74.11,usa,TSCA,,1690,2002,ITRDB,ny027
41.46,-74.1,usa,TSCA,,1839,2002,ITRDB,ny028
41.46,-74.11,usa,TSCA,,1579,2000,ITRDB,ny029
42.09,-73.57,usa,LITU,61,1754,2002,ITRDB,ny030
42.11,-73.59,usa,QUPR,61,1727,2002,ITRDB,ny031
42.11,-73.59,usa,QURU,61,1787,2002,ITRDB,ny032
43.26,-73.55,usa,BELE,305,1820,2001,ITRDB,ny033
43.3,-73.37,usa,CYOV,366,1775,2001,ITRDB,ny034
43.3,-73.37,usa,QUAL,305,1659,2001,ITRDB,ny035
43.26,-73.5,usa,QURU,366,1816,2001,ITRDB,ny036
42.49,-73.59,usa,QUVE,107,1802,2001,ITRDB,ny037
41.35,-74.17,usa,QUAL,488,1704,2001,ITRDB,ny038
42.44,-74.2,usa,QUPR,366,1674,2002,ITRDB,ny039
42.54,-74,usa,QUSP,,1507,1838,ITRDB,ny040
41.39,-74,usa,QUSP,,1449,1805,ITRDB,ny041
43.24,-74,usa,TSCA,,1509,1825,ITRDB,ny042
44.21,-74.44,usa,PIST,455,1916,2012,ITRDB,ny043
42.52,-74.02,usa,QUSP,78,1549,1793,ITRDB,ny044
43.33,-75.36,usa,TSCA,180,1566,1832,ITRDB,ny045
42.38,-73.45,usa,QUSP,5,1507,1706,ITRDB,ny046
44.38,-75.13,usa,TSCA,230,1900,2014,ITRDB,ny047
42,-78.18,usa,ACSH,518,1921,2011,ITRDB,ny048
39.27,-82.09,usa,QUAL,314,1856,1995,ITRDB,oh004
39.27,-82.09,usa,QUAL,314,1681,1995,ITRDB,oh005
39.59,-81,usa,QUAL,384,1625,1998,ITRDB,oh006
34.27,-97.02,usa,QUST,900,1705,1974,ITRDB,ok
36.12,-96.13,usa,QUST,274,1611,1995,ITRDB,ok007
32.21,-97,usa,QUST,282,1698,1995,ITRDB,ok022
34.06,-97.4,usa,QUST,259,1691,1995,ITRDB,ok025
34.18,-94.39,usa,PIEC,259,1685,1982,ITRDB,ok031
34.43,-98.42,usa,QUST,494,1713,2005,ITRDB,ok032
35.16,-97.14,usa,QUST,355,1755,1982,ITRDB,ok033
36.02,-94.5,usa,PIEC,370,1580,2006,ITRDB,ok034
35.38,-96.02,usa,QUST,235,1691,2008,ITRDB,ok035
34.45,-94.53,usa,PIEC,317,1969,2009,ITRDB,ok036
34.38,-94.32,usa,PIEC,334,1943,2009,ITRDB,ok037
35.25,-95.47,usa,PIEC,249,1781,2008,ITRDB,ok038
34.02,-94.34,usa,PITA,121,1977,2004,ITRDB,ok039
35.32,-95.55,usa,QUSH,188,1924,2013,ITRDB,ok040
35.32,-95.55,usa,QUPA,186,1939,2015,ITRDB,ok041
35.3,-96,usa,QUPA,196,1950,2013,ITRDB,ok042
33.5,-94.35,usa,PIEC,132,1772,1912,ITRDB,ok043
35.38,-97.23,usa,QUST,1060,1826,2015,ITRDB,ok044
36.11,-96.15,usa,JUVI,283,1305,2005,ITRDB,ok045
35.25,-95.48,usa,JUVI,230,1406,2007,ITRDB,ok046
34.41,-98.38,usa,QUST,427,1686,2005,ITRDB,ok047
45.09,-120.07,usa,PINE,4016,1497,1975,ITRDB,or001
42.06,-120.34,usa,PINE,5997,1421,1964,ITRDB,or002
45.09,-117.37,usa,PINE,4698,1565,1964,ITRDB,or004
44.54,-118.56,usa,JUOC,1366,1405,1982,ITRDB,or006
43.58,-121.04,usa,JUOC,1146,1281,1982,ITRDB,or012
43.35,-120.27,usa,JUOC,1494,1097,1982,ITRDB,or015
43.08,-119.52,usa,JUOC,1596,1377,1982,ITRDB,or018
42.55,-122.3,usa,PSME,1448,1614,1981,ITRDB,or026
42.16,-122.05,usa,PIPO,1650,1495,1981,ITRDB,or027
45.58,-117.41,usa,PIPO,1317,1485,1991,ITRDB,or029
45.58,-117.43,usa,PIPO,1231,1502,1991,ITRDB,or030
45.28,-118.12,usa,PIPO,0,1672,1990,ITRDB,or031
45.07,-117.01,usa,PIPO,0,1550,1990,ITRDB,or032
45.17,-118.34,usa,PIPO,0,1469,1990,ITRDB,or033
45.33,-118.29,usa,PIPO,1169,1761,1990,ITRDB,or034
45.5,-117.48,usa,PIPO,1372,1665,1990,ITRDB,or035
45.41,-117.28,usa,PIPO,1354,1760,1990,ITRDB,or037
45.47,-117.55,usa,PIPO,1206,1665,1990,ITRDB,or038
45,-117.04,usa,PIPO,1600,1585,1991,ITRDB,or039
45.46,-117.58,usa,PIPO,1200,1675,1991,ITRDB,or040
45.49,-117.4,usa,PIPO,738,1714,1991,ITRDB,or041
42.58,-122.1,usa,TSME,2200,1564,1983,ITRDB,or042
45.19,-121.39,usa,PSME,1300,1504,1983,ITRDB,or043
42.04,-122.43,usa,ABMA,1860,1739,1983,ITRDB,or044
45.2,-121.41,usa,TSME,1600,1706,1983,ITRDB,or045
43.45,-121.39,usa,PIPO,1320,1529,1995,ITRDB,or046
43.44,-121.39,usa,PIPO,1320,1493,1991,ITRDB,or047
43.42,-121.37,usa,PIPO,1460,1476,1993,ITRDB,or048
43.43,-121.36,usa,PIPO,1530,1334,1993,ITRDB,or049
43.37,-121.18,usa,PIPO,1550,1747,1995,ITRDB,or050
43.28,-121.24,usa,PIPO,1420,1574,1995,ITRDB,or051
43.19,-121.45,usa,PIPO,1420,1419,1995,ITRDB,or052
43.14,-121.39,usa,PIPO,1670,1639,1995,ITRDB,or053
43.05,-121.57,usa,PIPO,1510,1513,1995,ITRDB,or054
42.55,-121.32,usa,PIPO,1490,1423,1995,ITRDB,or055
42.56,-121.37,usa,PIPO,1550,1570,1995,ITRDB,or056
42.45,-121.31,usa,PIPO,1550,1442,1995,ITRDB,or057
42.47,-122.04,usa,PIPO,1370,1572,1990,ITRDB,or058
42.38,-121.32,usa,PIPO,2020,1653,1995,ITRDB,or059
43.35,-120.27,usa,JUOC,1494,870,1996,ITRDB,or060
43.58,-121.04,usa,JUOC,1146,830,1996,ITRDB,or061
43.11,-120.54,usa,JUOC,1418,530,1996,ITRDB,or062
42.4,-118.55,usa,JUOC,1460,1017,1998,ITRDB,or063
45.2,-121.4,usa,TSME,1585,1724,1992,ITRDB,or064
45.2,-121.4,usa,TSME,1790,1538,1992,ITRDB,or065
45.2,-121.4,usa,TSME,1920,1556,1992,ITRDB,or066
44.4,-121.5,usa,TSME,1585,1714,1993,ITRDB,or067
44.4,-121.5,usa,TSME,1785,1708,1993,ITRDB,or068
44.4,-121.5,usa,TSME,1950,1580,1993,ITRDB,or069
43.5,-121.4,usa,TSME,1755,1613,1993,ITRDB,or070
43.5,-121.4,usa,TSME,1920,1605,1993,ITRDB,or071
43.5,-121.4,usa,TSME,2090,1465,1993,ITRDB,or072
42.5,-122,usa,TSME,1910,1576,1992,ITRDB,or073
42.5,-122,usa,TSME,2075,1690,1992,ITRDB,or074
42.5,-122,usa,TSME,2300,1850,1992,ITRDB,or075
43,-122.2,usa,TSME,1950,1597,1992,ITRDB,or076
43,-122.2,usa,TSME,2075,1687,1992,ITRDB,or077
43,-122.2,usa,TSME,2210,1607,1992,ITRDB,or078
43,-122.1,usa,TSME,2015,1653,1992,ITRDB,or079
45.2,-121.4,usa,ABLA,1770,1801,1992,ITRDB,or080
42,-123.34,usa,CHLA,1070,1420,2000,ITRDB,or081
44.42,-118.33,usa,PIAL,2295,1740,2002,ITRDB,or082
44.42,-118.33,usa,PICO,2295,1892,2002,ITRDB,or083
44.42,-118.33,usa,ABLA,2295,1740,2002,ITRDB,or084
45.3,-121.25,usa,PIPO,1002,1602,1999,ITRDB,or085
44.08,-121.5,usa,TSME,1820,1519,1990,ITRDB,or086
44.09,-121.5,usa,TSME,1945,1436,1990,ITRDB,or087
44.11,-121.5,usa,TSME,1700,1188,1990,ITRDB,or088
44.34,-121.16,usa,JUOC,730,1733,1996,ITRDB,or089
43.41,-121.15,usa,PIPO,1500,1455,1999,ITRDB,or090
44.19,-118.41,usa,LAOC,1915,1180,2008,ITRDB,or091
43.1,-120.53,usa,JUOC,1428,530,2010,ITRDB,or092
43.42,-120.28,usa,JUOC,1475,870,2010,ITRDB,or093
43.57,-121.03,usa,JUOC,1146,830,2010,ITRDB,or094
43.09,-119.48,usa,JUOC,1514,1337,2010,ITRDB,or095
44.26,-121.57,usa,PSME,1139,1838,2013,ITRDB,or096
44.13,-121.52,usa,TSME,1454,1837,2013,ITRDB,or097
41.28,-76.13,usa,JUVI,140,1135,2002,ITRDB,pa014
40.5,-78.01,usa,QUAL,240,1808,2006,ITRDB,pa015
40,-77.48,usa,TSCA,500,1896,2010,ITRDB,pa016
34.42,-82.52,usa,PIEC,783,1684,1973,ITRDB,sc003
33.11,-80.25,usa,TADI,12,1001,1985,ITRDB,sc004
33.11,-80.25,usa,QULY,12,1639,1992,ITRDB,sc005
33.48,-79.52,usa,TADI,1,549,1993,ITRDB,sc006
33.29,-79.31,usa,TADI,1,1101,2010,ITRDB,sc007
45.17,-100.44,usa,PPDE,501,1840,2006,ITRDB,sd020
43.43,-103.22,usa,QUMA,1170,1609,2008,ITRDB,sd021
43.39,-103.23,usa,QUMA,1210,1883,2008,ITRDB,sd022
43.45,-103.24,usa,QUMA,1370,1770,2008,ITRDB,sd023
43.48,-103.23,usa,QUMA,1370,1724,2008,ITRDB,sd024
35.41,-83.37,usa,CADN,1095,1761,1929,ITRDB,tn011
35.42,-83.21,usa,CADN,765,1641,1930,ITRDB,tn013
35.45,-83.15,usa,CADN,715,1687,1918,ITRDB,tn014
35.4,-83.3,usa,CADN,885,1695,1922,ITRDB,tn015
35.36,-83.05,usa,LITU,1065,1736,1995,ITRDB,tn016
35.42,-83.21,usa,QUPR,765,1654,1994,ITRDB,tn017
35.45,-83.14,usa,TSCA,233,1765,1995,ITRDB,tn018
35.45,-83.14,usa,TSCA,218,1793,1995,ITRDB,tn019
35.37,-85.26,usa,QUVE,700,1743,1997,ITRDB,tn020
35.37,-85.26,usa,QUPR,700,1750,1997,ITRDB,tn021
35.37,-83.56,usa,PIEC,610,1683,1997,ITRDB,tn022
35.4,-83.3,usa,LITU,825,1796,1995,ITRDB,tn023
35.4,-83.3,usa,TSCA,825,1685,1995,ITRDB,tn024
35.42,-83.21,usa,CADN,860,1713,1923,ITRDB,tn025
35.45,-83.14,usa,TSCA,925,1895,1995,ITRDB,tn026
35.4,-82.23,usa,LITU,1005,1698,1997,ITRDB,tn027
36.29,-88,usa,PIEC,170,1791,2005,ITRDB,tn028
35.26,85.34,usa,TSCA,,1635,2006,ITRDB,tn029
35.32,-83.5,usa,LITU,670,1500,2006,ITRDB,tn030
36.12,-84,usa,JUVI,140,1378,2002,ITRDB,tn031
36.29,-87.59,usa,PIEC,174,1791,2005,ITRDB,tn032
32.59,-99.11,usa,QUST,427,1681,1995,ITRDB,tx009
30.56,-96.48,usa,QUST,106,1668,1995,ITRDB,tx018
30.53,-99.11,usa,QUST,539,1677,1995,ITRDB,tx027
29.18,-96.58,usa,QUST,78,1668,1995,ITRDB,tx033
28.46,-97.11,usa,QUST,33,1682,1995,ITRDB,tx039
30.23,-94.04,usa,TADI,6,1670,1993,ITRDB,tx040
29.27,-97.55,usa,QUST,230,1695,1996,ITRDB,tx041
29.15,-103.18,usa,PSME,2057,1473,1992,ITRDB,tx042
31.27,-96.12,usa,QUST,999,1691,1874,ITRDB,tx043
29.3,-97.27,usa,QUST,230,1663,1895,ITRDB,tx045
31.54,-104.51,usa,PSME,2438,1537,1992,ITRDB,tx046
31.58,-96.04,usa,QUST,999,1654,1914,ITRDB,tx047
30.3,-97.47,usa,QUST,274,1648,1853,ITRDB,tx048
33.27,-97.52,usa,QUST,305,1745,2006,ITRDB,tx050
32.84,-98.05,usa,QUST,275,1793,2006,ITRDB,tx051
29.52,-98.3,usa,TADI,300,1486,2009,ITRDB,tx052
30.29,-98.09,usa,TADI,230,1423,2009,ITRDB,tx053
33.04,-98.22,usa,QUST,440,1774,2006,ITRDB,tx055
31.54,-104.5,usa,PSME,2417,1362,2008,ITRDB,tx056
33.13,-97.21,usa,QUST,312,1684,2004,ITRDB,tx057
31.53,-104.51,usa,QUMU,2042,1557,2001,ITRDB,tx058
39.35,-111.2,usa,PCEN,2970,1542,1983,ITRDB,ut510
37.35,-113.51,usa,PCEN,3120,1581,1983,ITRDB,ut511
40.34,-111.38,usa,PCEN,3150,1511,1983,ITRDB,ut512
37.36,-112.09,usa,PSME,2500,1336,1998,ITRDB,ut513
37.43,-111.56,usa,PSME,3000,1259,1998,ITRDB,ut514
37.28,-112.15,usa,PSME,2750,1436,1998,ITRDB,ut515
37.37,-112,usa,PIED,2100,1555,2000,ITRDB,ut516
37.18,-112.11,usa,PIED,2200,1477,1998,ITRDB,ut517
37.39,-111.58,usa,PIED,2100,1507,1999,ITRDB,ut518
